comparator,endpoint,seed,real,comparison,difference
frozen_equal,mw_target_score_mean,6106,0.9394995248653786,0.9478837650031585,-0.008384240137779941
frozen_equal,mw_target_score_mean,6107,0.9335022165927802,0.9507109004739337,-0.017208683881153486
frozen_equal,mw_target_score_mean,6108,0.9384663931839697,0.9357594936708861,0.0027068995130836715
frozen_equal,mw_target_score_mean,6109,0.9367651731808071,0.9396333754740834,-0.002868202293276334
frozen_equal,mw_target_score_mean,6110,0.9267749124482649,0.9438629876308278,-0.017088075182562834
frozen_equal,validity,6101,0.9825,0.9846875,-0.002187500000000009
frozen_equal,validity,6102,0.9921875,0.9834375,0.008750000000000036
frozen_equal,validity,6103,0.985,0.9859375,-0.0009375000000000355
frozen_equal,validity,6104,0.988125,0.98625,0.001875000000000071
frozen_equal,validity,6105,0.99,0.99125,-0.0012499999999999734
frozen_equal,validity,6106,0.9865625,0.989375,-0.0028124999999999956
frozen_equal,validity,6107,0.986875,0.9890625,-0.002187500000000009
frozen_equal,validity,6108,0.9903125,0.9875,0.0028124999999999956
frozen_equal,validity,6109,0.9834375,0.98875,-0.005312500000000053
frozen_equal,validity,6110,0.9815625,0.9853125,-0.003750000000000031
frozen_equal,uniqueness,6101,1.0,1.0,0.0
frozen_equal,uniqueness,6102,0.9996850393700787,1.0,-0.0003149606299213126
frozen_equal,uniqueness,6103,0.9996827411167513,0.9993660855784469,0.0003166555383044001
frozen_equal,uniqueness,6104,0.9996837444655281,1.0,-0.0003162555344718987
frozen_equal,uniqueness,6105,0.9990530303030303,0.9996847414880202,-0.000631711184989947
frozen_equal,uniqueness,6106,0.9993664871713652,1.0,-0.0006335128286347746
frozen_equal,uniqueness,6107,1.0,0.9993680884676145,0.0006319115323855096
frozen_equal,uniqueness,6108,1.0,0.9996835443037975,0.00031645569620253333
frozen_equal,uniqueness,6109,1.0,0.9993678887484198,0.0006321112515802474
frozen_equal,uniqueness,6110,1.0,1.0,0.0
frozen_equal,scaffold_diversity,6101,0.9484732824427481,0.9371628054585845,0.011310476984163542
frozen_equal,scaffold_diversity,6102,0.9508661417322835,0.9469335875436924,0.003932554188591064
frozen_equal,scaffold_diversity,6103,0.9486040609137056,0.9467511885895404,0.0018528723241652
frozen_equal,scaffold_diversity,6104,0.9408602150537635,0.9483523447401775,-0.007492129686413995
frozen_equal,scaffold_diversity,6105,0.9431818181818182,0.9328499369482977,0.010331881233520579
